Employee ID,Name,Gender,Age,Department,Job Title,Salary,Education,Marital Status,Date of Joining,Last Working Day,Employment Status,Reason for Leaving,Performance Score,Years at Company,Number of Projects,Promotion in Last 5 Years
9890,Christopher Collins,Male,52,HR,Manager,32085,Masters,Single,3/3/2016,,Active,,Good,8,12,Yes
9795,John Thomas,Male,53,IT,Assistant,85050,PhD,Married,3/10/2020,,Active,,Good,3,10,Yes
7840,April Mosley,Other,49,Finance,Coordinator,47457,unknown,Divorced,6/12/2016,,Active,,Poor,6,13,Yes
3146,Diana Parker,Female,20,Admin,Assistant,51644,High School,Married,10/31/2018,2/14/2021,Resigned,Termination,Average,8,7,No
9475,Steven Coleman,Male,43,Operations,Assistant,62587,High School,Single,5/13/2020,,Active,,Excellent,8,10,Yes
9589,Scott Schultz,Female,23,Admin,Lead,57471,Bachelors,Married,4/23/2018,,Active,,Good,1,3,No
3522,Roger Nguyen,Female,53,Operations,Manager,50959,unknown,Divorced,4/30/2021,,Active,,Average,9,11,Yes
5095,Ryan Roach,Male,50,IT,Executive,33606,PhD,Single,8/11/2018,,Active,,Excellent,8,10,No
3646,Caitlyn Thomas,Other,46,Sales,Executive,60746,Bachelors,Single,6/11/2021,,Active,,Poor,9,9,No
4080,Dennis Medina,Male,32,IT,Executive,31803,High School,Married,9/3/2019,,Active,,Poor,4,2,No
5287,Taylor Taylor,Male,21,Sales,Assistant,97270,PhD,Married,2/2/2023,,Active,,Poor,7,6,No
7171,Kathleen Baker,Other,26,Marketing,Analyst,35648,Masters,Divorced,8/8/2017,,Active,,Below Average,2,15,Yes
5516,Rodney Cooper,Male,52,R&D,Analyst,43681,High School,Married,9/27/2021,,Active,,Good,0,5,Yes
8809,Christopher Mcdaniel,Other,36,R&D,Executive,43899,PhD,Married,10/8/2022,10/16/2023,Active,,Average,9,14,Yes
1955,Rebecca Freeman,Other,44,Admin,Analyst,34392,PhD,Divorced,4/30/2019,,Active,,Poor,10,15,No
3964,Jason Brown,Female,54,Operations,Assistant,65485,High School,Single,10/19/2020,5/15/2024,Resigned,Personal Reasons,Below Average,10,3,No
1910,Christina Warren,Other,48,Operations,Executive,89574,PhD,Single,6/14/2018,10/22/2019,Active,,Average,9,4,Yes
6266,Tammy Williams,Male,36,Finance,Assistant,101641,High School,Married,11/1/2020,,Active,,Average,0,8,Yes
3311,Robert Davis,Female,57,IT,Assistant,107265,Bachelors,Single,3/1/2017,,Active,,Good,10,12,Yes
5596,Keith Delgado,Male,43,R&D,Assistant,54194,High School,Single,10/10/2017,,Active,,Excellent,0,9,No
1871,Kenneth Cox,Male,43,Finance,Executive,69968,Bachelors,Married,3/16/2021,,Active,,Below Average,0,1,Yes
9898,Kristie Vasquez,Female,58,Sales,Coordinator,56940,High School,Single,9/15/2018,,Active,,Average,1,14,Yes
6685,,Other,40,R&D,Coordinator,100268,Masters,Divorced,3/9/2021,,Active,,Poor,7,14,No
9212,Charles Brown,Male,21,Admin,Analyst,79457,High School,Married,4/30/2022,,Active,,Good,7,1,Yes
2014,David Harrell,Female,39,Marketing,Executive,80792,PhD,Single,4/24/2023,,Active,,Below Average,3,9,No
4805,Jennifer Stanley,Other,51,Marketing,Manager,72602,Masters,Married,4/11/2018,,Active,,Below Average,6,2,Yes
6688,Diana Campos,Male,51,Operations,Executive,112282,High School,Married,9/6/2020,1/9/2023,Resigned,Retirement,Poor,8,8,Yes
3672,Robert Thomas,Other,30,IT,Executive,58678,unknown,Single,8/31/2018,,Active,,Excellent,0,8,Yes
1302,Abigail Macias,Other,37,Marketing,Analyst,85038,PhD,Married,6/8/2018,2/22/2022,Resigned,Better Opportunity,Excellent,7,11,No
5961,Jessica Murray,Male,56,HR,Manager,82673,Masters,Married,11/10/2023,,Active,,Below Average,7,15,No
4122,Kristen Martinez,Female,44,R&D,Analyst,93000,PhD,Single,1/8/2021,,Active,,Good,0,9,No
6846,Frank Brown,Female,31,HR,Assistant,77678,High School,Married,5/23/2016,,Active,,Poor,8,8,Yes
4636,Logan Carr,Female,37,IT,Executive,30648,PhD,Single,12/27/2016,,Active,,Poor,5,12,Yes
7550,Steven Singh,Other,34,R&D,Coordinator,66127,High School,Single,9/18/2022,,Active,,Below Average,2,5,No
5697,Tiffany Le,Male,36,Finance,Manager,55425,High School,Divorced,11/3/2022,,Active,,Poor,3,4,Yes
5385,Joshua Murphy,Female,21,R&D,Analyst,62976,Masters,Married,12/4/2022,,Active,,Average,5,3,No
9402,Misty Gibson,Male,46,Admin,Analyst,75408,PhD,Divorced,4/29/2015,,Active,,Good,5,2,No
4669,Darin Fischer,Other,25,Finance,Analyst,75756,PhD,Married,11/3/2017,,Active,,Below Average,3,11,Yes
9017,Diana Hernandez,Other,54,R&D,Coordinator,62812,High School,Married,11/23/2015,,Active,,Good,5,11,No
6099,Elizabeth Smith,Male,47,IT,Analyst,85649,Masters,Divorced,7/7/2019,,Active,,Good,9,4,No
1847,Vincent Chang,Other,43,HR,Assistant,107313,PhD,Single,7/31/2017,,Active,,Poor,9,15,Yes
8987,Gabriela Harrell,Female,24,Sales,Coordinator,111284,Masters,Divorced,7/13/2015,,Active,,Good,0,4,No
6488,Rebecca Smith,Female,60,HR,Lead,35434,Masters,Married,4/14/2019,,Active,,Below Average,2,14,No
8033,Jacob Smith,Male,26,r&d,Analyst,85708,PhD,Single,10/8/2023,,Active,,Good,9,4,No
3494,John Reyes,Male,54,HR,Analyst,31899,Bachelors,Single,7/25/2021,,Active,,Average,5,14,No
6259,Donald Massey,Female,53,Marketing,Executive,75419,High School,Married,2/7/2019,12/29/2020,Active,,Poor,3,12,Yes
2787,Trevor Barr,Other,58,Admin,Manager,48312,Masters,Married,6/10/2023,10/29/2023,Active,,Excellent,0,15,Yes
5202,Susan Luna,Female,35,IT,Assistant,92221,Bachelors,Married,9/30/2019,,Active,,Average,4,8,No
2268,Cody Padilla,Female,40,Marketing,Lead,43990,Masters,Married,4/4/2023,,Active,,Good,6,7,No
6444,Monica Smith,Other,28,Marketing,Executive,90643,High School,Single,2/16/2021,,Active,,Average,0,15,Yes
5873,Martin Brown,Other,23,R&D,Executive,91938,Masters,Divorced,10/27/2022,5/22/2023,Terminated,Personal Reasons,Below Average,3,4,Yes
8051,Roger Schultz,Female,27,HR,Executive,87881,Masters,Divorced,5/14/2019,1/29/2021,Resigned,Better Opportunity,Average,7,11,Yes
8464,Ryan Ochoa,Female,31,IT,Manager,81327,Masters,Divorced,1/22/2016,1/28/2019,Active,,Average,4,4,No
7488,Melanie Avery,Male,56,R&D,Lead,42177,Masters,Single,7/13/2022,12/22/2022,Resigned,Career Change,Excellent,7,11,Yes
4546,Erika White,Male,40,IT,Assistant,96664,High School,Divorced,8/18/2015,,Active,,Below Average,8,6,No
6597,William Stanley,Female,33,Sales,Manager,35714,High School,Single,11/4/2016,,Active,,Good,10,3,No
5067,Angelica Johnson,Female,41,Marketing,Assistant,78454,PhD,Single,8/24/2016,,Active,,Poor,10,5,No
8258,James Dalton,Male,34,IT,Coordinator,67623,PhD,Married,3/24/2017,,Active,,Below Average,8,5,Yes
9213,Ana Williams MD,Female,40,Admin,Executive,71101,High School,Divorced,11/8/2022,,Active,,Below Average,6,10,No
6311,Marie Riley MD,Female,46,Sales,Manager,113960,Bachelors,Divorced,6/21/2022,2/4/2023,Resigned,Better Opportunity,Good,2,10,No
7680,Robert Lee,Other,30,IT,Executive,72738,High School,Divorced,6/2/2017,6/24/2019,Terminated,Personal Reasons,Poor,10,6,Yes
1611,Emily Weaver,Female,24,Marketing,Executive,86314,Masters,Single,1/6/2022,7/26/2024,Resigned,Personal Reasons,Excellent,8,2,Yes
7532,Martha Garza,Male,59,Finance,Analyst,113672,Bachelors,Married,4/15/2018,,Active,,Good,9,3,Yes
7630,Leslie Rivera,Other,39,R&D,Executive,103006,Masters,Single,1/18/2018,,Active,,Below Average,10,11,No
1885,Mary Buchanan,Male,38,Admin,Assistant,90018,High School,Single,6/15/2021,,Active,,Below Average,8,3,No
2068,Daniel Combs,Other,55,Finance,Assistant,119690,High School,Divorced,3/7/2016,,Active,,Average,3,9,No
6947,Zachary Velasquez,Male,53,Operations,Analyst,105927,Bachelors,Married,10/19/2016,,Active,,Below Average,2,10,No
1440,Lisa Morales,Male,29,Operations,Assistant,50819,PhD,Single,3/8/2023,,Active,,Average,6,15,Yes
4639,Devin Gardner,Male,35,Marketing,Coordinator,62952,PhD,Married,5/26/2017,,Active,,Excellent,5,2,No
9021,Tiffany Lambert,Female,52,R&D,Executive,95818,PhD,Divorced,1/23/2017,,Active,,Poor,7,10,Yes
3291,Traci Dunn,Male,35,Operations,Manager,98175,PhD,Divorced,11/12/2017,,Active,,Below Average,1,4,No
9920,Aaron Shelton,Other,35,HR,Lead,62450,High School,Single,10/20/2018,,Active,,Good,4,8,No
9177,Tiffany Long,Male,51,Admin,Lead,62466,High School,Single,2/1/2016,,Active,,Good,2,15,Yes
6652,Kaitlyn Smith,Male,20,IT,Executive,106013,High School,Married,3/2/2023,6/23/2023,Active,,Good,3,14,No
4635,,Male,57,IT,Manager,52015,PhD,Single,11/14/2020,12/15/2023,Active,,Poor,9,15,No
5918,Susan Huffman,Other,21,finance,Manager,116912,PhD,Married,11/14/2015,,Active,,Below Average,9,12,Yes
5565,William Moore,Other,25,Admin,Assistant,74925,Bachelors,Single,6/10/2018,,Active,,Average,8,4,No
1465,Anne Ramos,Male,43,HR,Analyst,67313,PhD,Married,6/28/2022,,Active,,Excellent,1,8,Yes
4344,Angela White,Male,54,IT,Manager,63359,High School,Single,2/1/2018,,Active,,Poor,0,14,Yes
5653,Wendy Craig,Male,30,HR,Assistant,117302,High School,Single,12/26/2023,,Active,,Poor,3,3,No
7190,Karen West,Female,31,Admin,Assistant,50994,Masters,Single,2/9/2019,,Active,,Excellent,2,2,Yes
9258,Charles Bryant,Male,53,Finance,Executive,80630,PhD,Divorced,3/14/2016,1/4/2024,Resigned,Career Change,Below Average,7,9,Yes
2204,Jessica Rice,Other,54,R&D,Coordinator,47786,High School,Single,8/22/2017,,Active,,Average,3,9,No
3076,Elaine Johnson DDS,Male,30,IT,Manager,110581,Masters,Single,6/30/2021,,Active,,Average,3,11,Yes
8912,Megan Nelson,Other,53,Marketing,Manager,37949,Masters,Single,10/28/2019,,Active,,Average,0,9,No
9504,Christopher King,Female,23,Finance,Assistant,96087,Masters,Married,5/23/2018,,Active,,Below Average,0,12,Yes
2045,Ana Lowe,Female,37,Marketing,Manager,74530,Bachelors,Married,9/25/2015,,Active,,Excellent,1,8,Yes
6230,Nathaniel Banks,Other,28,IT,Lead,33381,High School,Divorced,1/26/2016,,Active,,Good,2,1,No
2834,,Male,47,Finance,Assistant,100013,High School,Single,4/22/2017,,Active,,Poor,0,6,Yes
4468,Maria Smith,Female,60,Marketing,Assistant,40176,High School,Married,10/5/2019,5/8/2022,Terminated,Better Opportunity,Poor,5,13,No
7880,Daniel Ballard,Other,25,IT,Analyst,37341,PhD,Divorced,10/2/2020,,Active,,Excellent,4,11,No
2016,Mrs. Heather Edwards,Other,27,Sales,Manager,43080,Masters,Married,8/31/2022,,Active,,Below Average,6,8,No
2723,Maria Taylor,Other,45,Sales,Manager,93430,High School,Divorced,7/21/2023,8/8/2023,Active,,Below Average,6,5,No
6667,Donald Brown,Male,28,IT,Coordinator,56953,High School,Married,9/1/2021,,Active,,Average,3,5,No
4424,Tyrone Sanchez,Male,29,Sales,Lead,76309,Bachelors,Divorced,6/10/2022,9/10/2022,Resigned,Retirement,Below Average,3,6,No
9718,James Moore,Male,33,Operations,Coordinator,91944,High School,Single,12/2/2021,,Active,,Average,0,15,Yes
2332,Hannah Rodriguez,Other,39,R&D,Analyst,99955,Masters,Married,2/7/2018,4/3/2023,Terminated,Lack of Growth,Poor,8,4,No
5194,Jason Newman,Male,58,HR,Lead,102464,PhD,Divorced,7/17/2022,,Active,,Good,2,8,Yes
3279,Nancy Smith,Female,20,R&D,Coordinator,50714,High School,Single,5/24/2016,,Active,,Good,3,5,Yes
9992,Cathy Spencer,Other,32,Marketing,Coordinator,75006,Bachelors,Married,3/29/2019,8/13/2020,Active,,Poor,8,7,Yes
9062,Nicole Baker,Female,43,Operations,Coordinator,45360,Masters,Single,11/3/2022,5/13/2023,Terminated,Lack of Growth,Excellent,1,2,No
1596,Brian Henson,Female,50,Marketing,Executive,40623,Masters,Single,3/21/2016,,Active,,Average,6,4,Yes
8647,Michael Kerr,Female,37,Admin,Coordinator,110013,Bachelors,Married,3/5/2019,,Active,,Average,2,10,No
2334,James Merritt,Other,59,Admin,Analyst,114560,High School,Married,10/3/2017,8/9/2023,Active,,Excellent,7,6,Yes
6656,Casey White,Male,37,Admin,Lead,53255,Bachelors,Single,11/26/2016,,Active,,Below Average,8,3,No
8387,Elizabeth Stanton,Male,28,Marketing,Assistant,69303,Bachelors,Divorced,1/7/2020,,Active,,Below Average,2,5,Yes
2205,Sandra Davis,Other,46,Sales,Assistant,85144,PhD,Single,4/11/2017,,Active,,Below Average,9,11,No
9228,Cynthia Klein,Male,24,Admin,Lead,,High School,Married,4/29/2016,,Active,,Below Average,1,14,No
4021,Angel Holt,Male,40,Sales,Executive,55036,High School,Married,3/27/2018,5/12/2022,Terminated,Career Change,Good,7,3,No
9204,Jason Wells,Male,27,it,Manager,102638,PhD,Single,9/8/2020,11/30/2024,Resigned,Retirement,Poor,4,3,No
8328,James Rodriguez,Other,48,Marketing,Executive,34249,High School,Divorced,9/9/2020,9/2/2021,Active,,Average,4,3,No
2569,Lori Brown,Male,54,R&D,Manager,76394,Masters,Single,12/25/2015,,Active,,Average,9,12,No
7589,Matthew Tate,Female,58,IT,Lead,60097,High School,Married,11/17/2016,,Active,,Below Average,9,8,Yes
5948,William Johnson,Male,22,Operations,Lead,58628,Masters,Divorced,1/23/2023,,Active,,Excellent,5,1,No
7511,Richard Stevens,Female,21,IT,Lead,76604,PhD,Divorced,11/21/2021,,Active,,Below Average,6,12,Yes
2855,Jasmine Andersen,Female,21,Admin,Analyst,40733,Bachelors,Single,4/2/2020,11/25/2022,Resigned,Better Opportunity,Good,6,3,Yes
9609,Andrea Lane,Male,28,Marketing,Analyst,106339,Masters,Single,8/21/2023,,Active,,Poor,10,4,No
1244,Michael Marquez,Male,50,Admin,Coordinator,107425,Masters,Single,9/30/2017,,Active,,Below Average,10,15,No
3636,Phyllis Smith,Female,55,Operations,Coordinator,50278,Masters,Single,3/13/2023,12/15/2024,Terminated,Termination,Poor,4,7,No
5659,Dr. Andre Lynn III,Female,30,IT,Assistant,107199,Bachelors,Divorced,1/7/2022,1/11/2023,Resigned,Personal Reasons,Average,2,4,No
9372,William Anderson,Other,23,IT,Manager,59369,Masters,Married,9/23/2021,1/6/2022,Active,,Excellent,8,5,Yes
1535,Jennifer Warren,Female,56,Operations,Assistant,71964,Bachelors,Divorced,9/21/2020,,Active,,Excellent,3,11,No
8871,Lisa Vazquez,Male,39,IT,Coordinator,86935,Bachelors,Single,3/28/2023,2/24/2025,Resigned,Better Opportunity,Good,0,7,Yes
1149,,Female,53,Admin,Executive,88828,Bachelors,Divorced,2/19/2016,9/29/2020,Terminated,Better Opportunity,Poor,3,11,Yes
9055,James Ross,Male,50,HR,Assistant,36326,Bachelors,Single,7/6/2020,,Active,,Good,0,9,No
8472,Julie Hall,Other,47,Sales,Coordinator,53689,High School,Divorced,11/6/2016,,Active,,Good,1,4,No
7911,Brittney Gill,Male,22,Finance,Assistant,93638,PhD,Married,4/8/2022,,Active,,Below Average,7,4,No
6942,Daniel Jenkins,Female,41,Sales,Executive,62793,High School,Divorced,7/25/2017,,Active,,Average,3,6,Yes
3189,Isaac Robinson,Female,43,Finance,Executive,36463,Bachelors,Single,12/19/2019,,Active,,Good,10,15,Yes
5464,Amy Marsh,Other,53,operations,Analyst,33734,PhD,Single,4/15/2017,8/24/2019,Terminated,Career Change,Below Average,2,13,No
4383,Michael Jimenez,Other,39,Marketing,Lead,92588,PhD,Single,1/23/2018,5/20/2018,Terminated,Better Opportunity,Poor,3,12,No
4568,Eric Allen,Female,35,Sales,Executive,106432,Masters,Single,3/31/2016,,Active,,Average,7,15,Yes
1161,Nancy Taylor,Female,52,Finance,Assistant,90567,High School,Single,6/8/2023,,Active,,Good,8,5,Yes
9043,Anthony Andrade,Female,58,Operations,Manager,80343,Masters,Divorced,6/6/2020,,Active,,Poor,4,6,No
5372,Robert Collins,Female,29,Finance,Lead,30773,High School,Married,5/3/2015,8/25/2019,Terminated,Lack of Growth,Average,2,15,No
4190,Marc Williams,Male,52,Admin,Assistant,108527,Masters,Single,1/2/2023,6/1/2024,Resigned,Better Opportunity,Below Average,7,1,Yes
6677,Stephanie Thompson,Male,28,Sales,Manager,70578,High School,Married,8/16/2022,,Active,,Excellent,10,8,Yes
5143,Angela Bernard,Female,26,Finance,Coordinator,69068,High School,Divorced,6/4/2015,,Active,,Poor,2,13,Yes
2433,Shane Acevedo,Female,42,Marketing,Coordinator,53485,Bachelors,Single,9/15/2016,,Active,,Below Average,7,11,No
2021,Sarah Padilla,Female,53,HR,Analyst,76998,PhD,Single,12/16/2015,,Active,,Average,6,11,No
4721,Justin Cowan,Female,22,Finance,Assistant,61324,PhD,Married,7/1/2018,,Active,,Excellent,5,10,No
1028,James Hendricks,Male,33,Operations,Assistant,54625,Bachelors,Single,7/4/2022,3/8/2024,Terminated,Career Change,Poor,2,6,No
8916,Kim Young,Other,47,Admin,Coordinator,70880,PhD,Divorced,8/13/2022,,Active,,Average,8,8,No
9797,Angela Brown,Female,30,Admin,Coordinator,,Masters,Divorced,8/1/2022,8/12/2024,Resigned,Lack of Growth,Good,5,14,Yes
6379,Heidi Thompson,Female,38,R&D,Lead,31308,High School,Married,10/3/2020,,Active,,Excellent,9,2,No
4707,Mitchell Joseph,Female,42,Finance,Assistant,30580,PhD,Single,1/2/2023,1/12/2024,Active,,Below Average,3,6,No
1434,,Female,59,Marketing,Executive,109689,Masters,Single,8/14/2021,9/29/2023,Terminated,Career Change,Excellent,3,14,Yes
4887,Candace Bush,Other,31,Admin,Analyst,79930,Bachelors,Divorced,8/27/2019,,Active,,Good,10,12,Yes
1280,Tiffany Wilcox,Other,29,Sales,Executive,100784,High School,Divorced,8/12/2023,,Active,,Poor,5,9,No
5680,Sonya Mckinney,Other,24,HR,Manager,115965,Bachelors,Divorced,12/5/2022,,Active,,Below Average,7,13,Yes
3448,Joseph Wong,Male,45,marketing,Assistant,52962,High School,Divorced,11/10/2015,8/2/2017,Terminated,Better Opportunity,Poor,8,5,No
8438,Zachary Browning,Other,58,Marketing,Manager,59480,PhD,Married,3/29/2023,6/7/2024,Resigned,Termination,Good,10,12,Yes
8082,Tina Marks,Other,48,Operations,Assistant,89195,High School,Divorced,9/1/2016,,Active,,Excellent,3,1,No
4244,Michael Brown,Male,45,Operations,Executive,67229,Masters,Divorced,7/30/2016,,Active,,Poor,5,3,Yes
3969,Mckenzie Parks,Male,40,HR,Analyst,106952,PhD,Married,3/10/2023,,Active,,Average,9,2,Yes
8522,Kathleen Harris,Female,28,IT,Executive,80689,High School,Divorced,12/30/2019,,Active,,Average,9,11,Yes
5375,Scott Martinez,Female,57,Marketing,Executive,117936,Masters,Divorced,5/9/2018,,Active,,Below Average,7,14,No
9087,Richard Campbell,Other,47,Operations,Coordinator,74556,High School,Divorced,5/21/2022,,Active,,Excellent,9,14,Yes
4287,Shelley Aguilar,Other,32,IT,Executive,103966,Masters,Divorced,3/27/2019,,Active,,Below Average,0,15,Yes
3702,Jill Whitehead,Female,44,HR,Lead,,Bachelors,Married,7/17/2015,10/18/2019,Resigned,Personal Reasons,Poor,0,15,No
3730,Brianna Reynolds,Male,60,Finance,Lead,101975,unknown,Single,8/20/2015,9/9/2017,Resigned,Retirement,Below Average,6,14,No
8939,Christine Schneider,Other,48,Finance,Analyst,62796,Bachelors,Married,5/26/2022,,Active,,Below Average,0,8,Yes
1977,Juan Howe,Female,51,Marketing,Executive,107195,PhD,Married,9/6/2015,,Active,,Average,4,7,No
1394,Allen Lucero,Male,57,Operations,Analyst,85798,PhD,Divorced,5/26/2018,,Active,,Excellent,5,9,No
2431,David Cook,Male,28,IT,Assistant,84994,Bachelors,Married,4/27/2020,3/26/2024,Terminated,Retirement,Excellent,10,1,No
3942,David Grant,Female,27,Operations,Lead,91190,High School,Single,3/13/2018,12/22/2024,Resigned,Termination,Excellent,0,8,Yes
5026,Timothy Miller,Other,34,Marketing,Coordinator,95030,Masters,Single,7/11/2017,,Active,,Poor,3,14,Yes
3761,Jennifer Dixon,Female,56,R&D,Assistant,38871,Bachelors,Single,4/2/2021,5/31/2023,Active,,Average,4,3,No
7799,Melissa Gardner,Male,57,Sales,Executive,76317,Masters,Divorced,10/6/2018,5/25/2022,Terminated,Lack of Growth,Poor,4,2,Yes
4263,Jordan Martinez,Male,34,IT,Executive,103114,PhD,Divorced,8/20/2020,,Active,,Below Average,6,14,No
1781,Robert Valenzuela,Female,24,Finance,Analyst,32188,Bachelors,Divorced,3/22/2018,,Active,,Below Average,8,4,No
5324,Adam Hardy,Male,52,Finance,Assistant,61302,Bachelors,Divorced,5/22/2023,,Active,,Good,10,10,No
8791,Juan Sullivan,Male,20,Admin,Manager,75645,Masters,Divorced,4/17/2022,6/7/2022,Terminated,Career Change,Good,3,14,Yes
8468,Mr. Charles Williamson,Female,45,Admin,Assistant,39368,Bachelors,Divorced,10/26/2018,,Active,,Poor,8,10,Yes
8484,,Female,40,Admin,Analyst,34390,Masters,Divorced,2/10/2020,,Active,,Good,3,11,Yes
9547,Jennifer White,Male,58,IT,Analyst,108262,PhD,Divorced,10/1/2021,,Active,,Below Average,5,6,No
5991,Mike Jacobson,Female,36,Operations,Manager,70524,Masters,Single,8/23/2015,,Active,,Good,5,8,No
2447,Kara Wilson,Other,29,Operations,Executive,84953,High School,Divorced,12/14/2015,9/2/2022,Resigned,Better Opportunity,Excellent,1,14,Yes
7256,Jonathan Lamb,Other,42,HR,Analyst,90286,PhD,Married,5/17/2019,,Active,,Below Average,0,11,No
7742,Julie Gonzalez,Male,58,Finance,Lead,57462,High School,Divorced,2/27/2018,7/2/2023,Terminated,Better Opportunity,Excellent,2,13,No
6354,Charles Cox,Female,42,R&D,Executive,61594,Bachelors,Divorced,11/26/2018,,Active,,Good,4,10,No
5562,Gabriela Garcia,Female,41,Admin,Lead,113619,Bachelors,Married,3/26/2016,12/18/2022,Resigned,Career Change,Good,2,5,Yes
4540,Angela Sullivan,Female,30,R&D,Lead,90646,Masters,Married,12/21/2019,,Active,,Good,3,11,No
1151,Christian Flores,Female,31,R&D,Lead,42580,Bachelors,Single,4/19/2020,,Active,,Good,2,12,No
6454,Steven Gentry,Other,34,IT,Lead,30127,PhD,Single,9/23/2016,,Active,,Poor,4,14,Yes
9979,Lisa Pierce DVM,Other,59,IT,Analyst,100617,Bachelors,Single,12/22/2020,6/2/2024,Active,,Excellent,3,6,No
5966,Brandon Richardson,Female,50,Finance,Analyst,117521,Masters,Divorced,11/22/2023,8/14/2024,Terminated,Retirement,Poor,6,6,No
6865,Laurie Hoffman,Other,28,HR,Executive,49367,Masters,Single,2/19/2021,,Active,,Good,8,7,No
8970,Adam Koch,Male,53,IT,Executive,32658,Bachelors,Married,5/10/2018,,Active,,Good,8,10,No
9061,Jerome Macdonald,Male,45,Finance,Executive,32155,Masters,Married,5/6/2022,6/30/2024,Terminated,Lack of Growth,Below Average,2,9,Yes
3995,Jacob Schroeder,Male,52,Marketing,Coordinator,95484,Masters,Divorced,11/12/2017,1/2/2022,Active,,Below Average,3,5,Yes
7975,Maria Lawson,Other,26,R&D,Assistant,,PhD,Married,10/31/2016,5/9/2022,Active,,Poor,4,6,No
9763,Kathryn Bond,Female,59,R&D,Executive,51343,Masters,Single,12/17/2017,,Active,,Excellent,10,1,No
5631,Steven Phillips,Female,22,Sales,Executive,81048,High School,Married,11/28/2020,,Active,,Excellent,10,2,No
2827,Eric Flores,Other,26,R&D,Executive,70929,Masters,Single,1/27/2022,,Active,,Below Average,6,11,No
7461,Brian Gallagher,Male,29,HR,Assistant,75763,High School,Single,10/5/2021,,Active,,Average,2,15,Yes
5383,Christopher Moody,Male,49,hr,Manager,114179,High School,Divorced,9/8/2018,,Active,,Good,9,9,No
9131,Brooke Weaver,Other,21,R&D,Assistant,88262,High School,Married,8/19/2017,,Active,,Good,3,11,Yes
5420,Paige Lawrence,Female,42,Marketing,Coordinator,38649,Bachelors,Divorced,1/16/2022,,Active,,Poor,2,5,Yes
6374,Austin Wolfe,Other,24,Operations,Coordinator,53723,High School,Divorced,7/16/2019,,Active,,Average,2,2,No
2159,James Stephenson,Female,58,R&D,Executive,73799,High School,Married,2/19/2023,,Active,,Below Average,3,12,Yes
6899,Andrew Moore,Female,35,Sales,Executive,52120,Masters,Single,1/9/2019,,Active,,Good,7,5,No
8081,Michelle Patterson,Female,38,Sales,Coordinator,60404,PhD,Divorced,3/1/2018,,Active,,Average,3,10,No
9203,Anita Gardner,Male,32,Finance,Manager,98516,PhD,Divorced,10/2/2018,7/3/2020,Active,,Average,8,7,Yes
9251,Kevin Taylor,Male,41,Sales,Analyst,117958,PhD,Divorced,8/7/2019,6/2/2023,Resigned,Career Change,Average,1,9,Yes
1176,Mary Ellis,Male,50,Marketing,Analyst,63705,PhD,Divorced,11/22/2023,,Active,,Poor,1,12,Yes
8578,Amber Johnson,Male,32,Marketing,Analyst,81705,Masters,Divorced,8/8/2016,,Active,,Below Average,3,8,No
6781,,Female,28,finance,Assistant,79603,High School,Married,7/8/2020,,Active,,Below Average,4,2,Yes
7485,,Other,60,IT,Analyst,47400,Masters,Single,3/18/2022,,Active,,Poor,3,13,No
2310,Tammy Matthews,Female,50,Admin,Analyst,47353,PhD,Married,11/21/2022,,Active,,Poor,0,4,Yes
2894,Jennifer Johnson,Male,36,HR,Executive,74342,Bachelors,Married,5/9/2016,,Active,,Average,2,10,Yes
5689,Philip Wilcox,Female,35,Operations,Executive,82052,High School,Divorced,6/15/2015,,Active,,Average,3,3,No
1116,Gregory Wade,Female,59,Admin,Coordinator,69921,PhD,Married,7/12/2016,12/27/2021,Terminated,Lack of Growth,Below Average,7,1,No
2634,Jeff Gonzalez MD,Female,54,HR,Lead,70636,Masters,Married,10/29/2016,,Active,,Average,9,8,No
8523,Randy Russell,Male,36,Sales,Analyst,91622,Bachelors,Married,1/24/2020,,Active,,Poor,1,15,Yes
9310,Lisa Dillon,Other,51,Operations,Assistant,111906,Masters,Single,10/19/2019,9/15/2022,Resigned,Lack of Growth,Excellent,10,9,No
5705,Richard Peters,Other,57,HR,Assistant,71979,PhD,Single,5/17/2018,7/10/2024,Active,,Average,1,2,Yes
3495,Lisa Hill,Other,46,Admin,Manager,49056,PhD,Married,5/9/2015,,Active,,Good,8,14,Yes
5104,Stephanie Moran,Male,51,OPERATIONS,Coordinator,51575,Masters,Divorced,9/16/2015,,Active,,Poor,1,10,No
7201,Aaron Wood,Other,41,Operations,Executive,90974,Bachelors,Single,3/24/2021,,Active,,Average,3,8,No
9882,Cameron Davis,Female,21,admin,Manager,87043,Masters,Married,10/21/2019,,Active,,Excellent,4,12,No
4314,Samuel Harris,Female,22,IT,Executive,46126,High School,Divorced,5/17/2015,,Active,,Excellent,7,13,No
3787,Mrs. Alyssa Cruz,Other,52,Operations,Coordinator,70043,Bachelors,Married,7/23/2018,,Active,,Average,4,10,No
1459,Jason Stark,Male,58,Admin,Coordinator,55546,PhD,Married,4/15/2015,,Active,,Average,4,8,No
7510,Elizabeth Ross,Other,35,Admin,Manager,37843,Masters,Single,11/14/2018,,Active,,Good,5,11,Yes
2269,Tracy Mcdonald,Female,32,R&D,Manager,113254,High School,Married,9/4/2016,4/2/2020,Active,,Excellent,4,1,Yes
